Epoch,gpu_mem,box,obj,cls,total,targets,img_size,precision,recall,mAP@.5,mAP@.5:.95,val box,val obj,val cls
416,1.65G,0.02092,0.01817,0.0009531,0.04004,99,416,0.8071,0.8133,0.8119,0.4708,0.03875,0.01609,0.0003112
417,1.65G,0.02048,0.01759,0.0008326,0.03891,95,416,0.7936,0.8538,0.8238,0.4874,0.03809,0.01617,0.000311
418,1.65G,0.02044,0.01722,0.0007402,0.0384,65,416,0.8145,0.8538,0.8353,0.4907,0.03823,0.01586,0.0002986
419,1.65G,0.02066,0.01821,0.0007726,0.03964,90,416,0.8388,0.8462,0.8197,0.4869,0.03866,0.01558,0.0002663
420,1.65G,0.02061,0.01755,0.0006805,0.03884,108,416,0.8185,0.8461,0.807,0.4817,0.03898,0.01582,0.0002704
421,1.65G,0.02025,0.01739,0.0008464,0.03849,74,416,0.8035,0.8615,0.8148,0.4777,0.03863,0.01587,0.0003005
422,1.65G,0.02002,0.01714,0.0007269,0.03789,69,416,0.8001,0.8538,0.7961,0.4815,0.03883,0.01577,0.0003221
423,1.65G,0.02047,0.01749,0.0009593,0.03891,82,416,0.8035,0.8615,0.8102,0.4828,0.03861,0.01555,0.000329
424,1.65G,0.02033,0.01743,0.0006586,0.03842,87,416,0.8029,0.8615,0.8125,0.4881,0.03857,0.01571,0.0003449
425,1.65G,0.02016,0.01755,0.0009078,0.03862,81,416,0.8547,0.8538,0.839,0.4925,0.03842,0.0157,0.0003147
426,1.65G,0.02026,0.01718,0.001033,0.03847,85,416,0.8091,0.8931,0.8162,0.4876,0.03852,0.01576,0.000311
427,1.65G,0.02054,0.01734,0.0009925,0.03888,94,416,0.8033,0.8864,0.8138,0.4885,0.03856,0.01577,0.0003358
428,1.65G,0.02008,0.01765,0.0008236,0.03855,96,416,0.8051,0.8865,0.8103,0.494,0.03881,0.01581,0.0003533
429,1.65G,0.01991,0.01768,0.0008717,0.03846,102,416,0.8282,0.9115,0.8434,0.4864,0.03855,0.01594,0.0003822
430,1.65G,0.02023,0.01768,0.0006839,0.0386,105,416,0.8249,0.9115,0.8536,0.4918,0.03813,0.01583,0.0003905
431,1.65G,0.01996,0.01773,0.0009069,0.03861,69,416,0.8312,0.9038,0.8282,0.4891,0.03838,0.01586,0.0004142
432,1.65G,0.02001,0.01736,0.0006941,0.03807,109,416,0.8281,0.9038,0.8176,0.4859,0.03843,0.01563,0.0005025
433,1.65G,0.01988,0.01772,0.0007346,0.03833,100,416,0.8058,0.8787,0.793,0.4843,0.03828,0.01575,0.000548
434,1.65G,0.02002,0.01685,0.0008218,0.03769,86,416,0.81,0.8514,0.8007,0.4901,0.03862,0.01593,0.0005201
435,1.65G,0.0199,0.01722,0.0006243,0.03775,85,416,0.8235,0.8212,0.7905,0.4857,0.03881,0.01586,0.0005539
436,1.65G,0.02005,0.01718,0.0008334,0.03805,85,416,0.8306,0.821,0.8027,0.4856,0.03909,0.01617,0.0005609
437,1.65G,0.02027,0.01781,0.0009169,0.039,101,416,0.8237,0.8171,0.8121,0.4888,0.03926,0.01616,0.0006055
438,1.65G,0.0203,0.01712,0.0007475,0.03817,82,416,0.8324,0.8209,0.8049,0.4838,0.03908,0.01613,0.0005978
439,1.65G,0.01989,0.01763,0.0006974,0.03822,110,416,0.8168,0.8538,0.8184,0.4857,0.03916,0.01616,0.0006217
440,1.65G,0.01995,0.01697,0.001098,0.03802,85,416,0.8169,0.8483,0.7994,0.483,0.03951,0.01607,0.0006589
441,1.65G,0.02022,0.01738,0.0009523,0.03855,92,416,0.801,0.8788,0.8115,0.4794,0.03942,0.01603,0.0005497
442,1.65G,0.01987,0.01768,0.000773,0.03833,86,416,0.8378,0.8482,0.8359,0.493,0.03957,0.016,0.0006084
443,1.65G,0.02019,0.0174,0.0008765,0.03847,84,416,0.8309,0.8538,0.8166,0.4919,0.03964,0.01578,0.0007074
444,1.65G,0.02008,0.01756,0.0009857,0.03862,102,416,0.8064,0.8787,0.8096,0.4901,0.03923,0.01597,0.0006897
445,1.65G,0.01985,0.01693,0.001104,0.03789,86,416,0.8126,0.8865,0.8154,0.4914,0.03872,0.01576,0.000634
446,1.65G,0.02005,0.01702,0.0008057,0.03788,65,416,0.8041,0.8788,0.7887,0.4893,0.03868,0.01575,0.0005933
447,1.65G,0.02024,0.01726,0.0007993,0.0383,89,416,0.8059,0.8788,0.797,0.4882,0.03887,0.01585,0.0006152
448,1.65G,0.02039,0.01718,0.001034,0.03861,89,416,0.8058,0.8788,0.8042,0.4844,0.039,0.0158,0.0006084
449,1.65G,0.01961,0.01677,0.0008495,0.03723,92,416,0.8053,0.8788,0.7926,0.4829,0.03877,0.01549,0.000548
450,1.65G,0.02002,0.01733,0.001095,0.03844,90,416,0.8109,0.8865,0.8066,0.4902,0.03882,0.0157,0.0004828
451,1.65G,0.02018,0.0169,0.001115,0.0382,93,416,0.8278,0.8461,0.7995,0.4853,0.03895,0.01608,0.000438
452,1.65G,0.01964,0.01682,0.0008267,0.03728,97,416,0.831,0.8461,0.8119,0.4838,0.03907,0.01617,0.0004278
453,1.65G,0.01968,0.01734,0.0007616,0.03778,97,416,0.8306,0.8462,0.8075,0.4771,0.03885,0.01605,0.0004531
454,1.65G,0.01971,0.01707,0.0008511,0.03763,81,416,0.8362,0.8537,0.8273,0.4812,0.0389,0.01606,0.0005318
455,1.65G,0.01999,0.01756,0.0009451,0.03849,83,416,0.832,0.8538,0.8328,0.4852,0.03882,0.01638,0.0006062
456,1.65G,0.02006,0.01698,0.0008395,0.03789,90,416,0.8382,0.8537,0.835,0.4841,0.03901,0.01659,0.0006397
457,1.65G,0.01968,0.01722,0.0008704,0.03777,82,416,0.8294,0.8461,0.8134,0.4888,0.03888,0.0164,0.0007173
458,1.65G,0.01993,0.01701,0.001194,0.03813,88,416,0.8291,0.8462,0.8259,0.4969,0.03891,0.01622,0.0007258
459,1.65G,0.01958,0.01731,0.001024,0.03791,71,416,0.8308,0.8461,0.815,0.4995,0.03898,0.016,0.0007857
460,1.65G,0.01958,0.01732,0.0008348,0.03773,66,416,0.8214,0.8308,0.8123,0.5012,0.03938,0.01582,0.0006934
461,1.65G,0.01959,0.01673,0.001046,0.03737,98,416,0.7866,0.8765,0.8156,0.5089,0.03914,0.01573,0.0006719
462,1.65G,0.02003,0.01736,0.0009596,0.03835,99,416,0.8223,0.8385,0.8147,0.5028,0.03915,0.0157,0.0007558
463,1.65G,0.01967,0.01639,0.0007673,0.03682,80,416,0.8191,0.846,0.817,0.5001,0.03894,0.016,0.0008243
464,1.65G,0.01968,0.01746,0.0007786,0.03792,119,416,0.8248,0.8576,0.8232,0.4945,0.03863,0.01609,0.0008318
465,1.65G,0.01984,0.01699,0.000669,0.03751,90,416,0.8249,0.858,0.8178,0.4938,0.03866,0.01597,0.0008024
466,1.65G,0.01947,0.01681,0.0008551,0.03713,72,416,0.8245,0.8545,0.8194,0.4907,0.03859,0.01588,0.0007704
467,1.65G,0.01977,0.0173,0.00073,0.0378,109,416,0.8246,0.8545,0.8206,0.4953,0.0386,0.01579,0.0008384
468,1.65G,0.01976,0.01701,0.0006947,0.03747,86,416,0.809,0.8615,0.8287,0.4936,0.03871,0.01586,0.0009113
469,1.65G,0.01975,0.01704,0.0006991,0.03748,75,416,0.8092,0.8615,0.8222,0.4958,0.0389,0.01573,0.0008646
470,1.65G,0.01964,0.01636,0.001041,0.03704,95,416,0.7982,0.8538,0.8134,0.4826,0.03911,0.01568,0.0009072
471,1.65G,0.01965,0.01698,0.0008568,0.03749,66,416,0.7993,0.8538,0.8174,0.4817,0.03929,0.01588,0.0009012
472,1.65G,0.01959,0.01711,0.0007327,0.03744,69,416,0.817,0.8487,0.816,0.4856,0.03939,0.01587,0.0008356
473,1.65G,0.01938,0.01707,0.0008096,0.03726,75,416,0.8198,0.8462,0.816,0.4869,0.0394,0.01589,0.000855
474,1.65G,0.01998,0.01684,0.000996,0.03782,112,416,0.8208,0.846,0.8318,0.4889,0.03937,0.01586,0.0009756
475,1.65G,0.01956,0.01727,0.0007762,0.03761,83,416,0.8238,0.846,0.8243,0.4883,0.03951,0.01577,0.001025
476,1.65G,0.01951,0.01673,0.0008828,0.03712,71,416,0.8203,0.8462,0.8179,0.4842,0.03966,0.0159,0.0009995
477,1.65G,0.01951,0.01713,0.0005759,0.03722,101,416,0.8427,0.8712,0.8353,0.4817,0.03972,0.01606,0.000907
478,1.65G,0.01947,0.017,0.000848,0.03732,92,416,0.8462,0.8712,0.8366,0.4895,0.03946,0.01584,0.0008309
479,1.65G,0.01918,0.01695,0.0009069,0.03704,88,416,0.8463,0.8712,0.8324,0.5007,0.03931,0.01573,0.000804
480,1.65G,0.01915,0.01666,0.0005573,0.03637,84,416,0.8463,0.8711,0.8321,0.4992,0.03909,0.01572,0.0008516
481,1.65G,0.01949,0.01742,0.000798,0.03771,83,416,0.8234,0.8462,0.8005,0.497,0.03917,0.01574,0.0009416
482,1.65G,0.01896,0.01685,0.0008775,0.03669,93,416,0.8224,0.8384,0.7979,0.4956,0.0392,0.01603,0.00104
483,1.65G,0.01949,0.017,0.00092,0.03741,73,416,0.8153,0.8385,0.804,0.4872,0.03922,0.01627,0.001054
484,1.65G,0.01934,0.01693,0.0009758,0.03724,90,416,0.8153,0.8385,0.8037,0.4871,0.03895,0.01627,0.001059
485,1.65G,0.01944,0.01716,0.000823,0.03742,98,416,0.816,0.8397,0.8118,0.4897,0.03872,0.01608,0.0009933
486,1.65G,0.01952,0.01673,0.000661,0.03691,73,416,0.8163,0.8416,0.8101,0.4954,0.0385,0.01601,0.000989
487,1.65G,0.01973,0.01718,0.0008761,0.03779,72,416,0.8165,0.8431,0.8138,0.4946,0.03859,0.01591,0.0009363
488,1.65G,0.01979,0.01699,0.0008277,0.03761,84,416,0.8119,0.8385,0.8149,0.4896,0.03872,0.01585,0.0008528
489,1.65G,0.01958,0.01712,0.0007089,0.03742,84,416,0.8167,0.8537,0.8155,0.494,0.03871,0.01585,0.000781
490,1.65G,0.01962,0.01642,0.0007298,0.03678,79,416,0.8092,0.8462,0.8087,0.4982,0.03895,0.01579,0.0006865
491,1.65G,0.01929,0.01706,0.0007829,0.03713,89,416,0.8098,0.8461,0.8076,0.4944,0.03925,0.01583,0.0006811
492,1.65G,0.01952,0.01716,0.000686,0.03737,81,416,0.8096,0.8447,0.8073,0.4951,0.03941,0.01594,0.0007087
493,1.65G,0.01861,0.01666,0.0006473,0.03592,81,416,0.833,0.8788,0.8324,0.4972,0.0393,0.01597,0.0006899
494,1.65G,0.01953,0.01734,0.0008963,0.03777,96,416,0.8331,0.8745,0.8285,0.4899,0.03923,0.01609,0.0007325
495,1.65G,0.01932,0.01648,0.0006078,0.03641,73,416,0.84,0.8768,0.8273,0.4887,0.03945,0.01599,0.0008332
496,1.65G,0.01944,0.01727,0.0004945,0.0372,112,416,0.8401,0.8776,0.8319,0.4952,0.0393,0.016,0.0009855
497,1.65G,0.01937,0.01662,0.0006209,0.03662,72,416,0.8393,0.8788,0.8305,0.4935,0.03888,0.01593,0.001047
498,1.65G,0.0191,0.01696,0.0008089,0.03686,84,416,0.8381,0.8788,0.8272,0.4921,0.03885,0.01589,0.001037
499,1.65G,0.0196,0.01648,0.0008722,0.03695,66,416,0.8392,0.8788,0.8312,0.494,0.03885,0.01586,0.001033
